Support,Pattern,Decoded_Pattern
13,"[18, 22, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 22, 18, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
13,"[18, 22, 30]","[['?'], ['?'], ['?']]"
13,"[18, 22, 1, 13]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 22, 19]","[['?'], ['?'], ['?']]"
13,"[18, 22, 35, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 45, 11]","[['?'], ['?'], ['?']]"
13,"[18, 45, 45]","[['?'], ['?'], ['?']]"
13,"[18, 28, 4]","[['?'], ['?'], ['?']]"
13,"[18, 0, 4, 21]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 0, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 0, 13]","[['?'], ['?'], ['?']]"
13,"[18, 0, 7]","[['?'], ['?'], ['?']]"
13,"[18, 0, 48]","[['?'], ['?'], ['?']]"
13,"[18, 0, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 49, 13]","[['?'], ['?'], ['?']]"
13,"[18, 49, 21]","[['?'], ['?'], ['?']]"
13,"[18, 49, 39]","[['?'], ['?'], ['?']]"
13,"[18, 49, 6]","[['?'], ['?'], ['?']]"
13,"[18, 49, 20, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 49, 18, 1]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 49, 19, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 49, 19, 1]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 49, 11]","[['?'], ['?'], ['?']]"
13,"[18, 49, 0]","[['?'], ['?'], ['?']]"
13,"[18, 13, 44]","[['?'], ['?'], ['?']]"
13,"[18, 13, 48]","[['?'], ['?'], ['?']]"
13,"[18, 13, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 13, 4, 7]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 13, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 31, 4]","[['?'], ['?'], ['?']]"
13,"[18, 31, 18]","[['?'], ['?'], ['?']]"
13,"[18, 9, 18]","[['?'], ['?'], ['?']]"
13,"[18, 25, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 25, 39]","[['?'], ['?'], ['?']]"
13,"[18, 25, 20]","[['?'], ['?'], ['?']]"
13,"[18, 25, 27]","[['?'], ['?'], ['?']]"
13,"[18, 24, 27]","[['?'], ['?'], ['?']]"
13,"[18, 23, 43]","[['?'], ['?'], ['?']]"
13,"[18, 23, 11]","[['?'], ['?'], ['?']]"
13,"[18, 20, 11]","[['?'], ['?'], ['?']]"
13,"[18, 20, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 7]","[['?'], ['?'], ['?']]"
13,"[18, 20, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 43, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 20, 0]","[['?'], ['?'], ['?']]"
13,"[18, 30, 38]","[['?'], ['?'], ['?']]"
13,"[18, 30, 8]","[['?'], ['?'], ['?']]"
13,"[18, 30, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 30, 19, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 1, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 1, 21]","[['?'], ['?'], ['?']]"
13,"[18, 1, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 1, 43]","[['?'], ['?'], ['?']]"
13,"[18, 1, 1]","[['?'], ['?'], ['?']]"
13,"[18, 1, 7]","[['?'], ['?'], ['?']]"
13,"[18, 19, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 19, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 19, 27, 1]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 19, 13]","[['?'], ['?'], ['?']]"
13,"[18, 2, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 2, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 2, 7]","[['?'], ['?'], ['?']]"
13,"[18, 2, 22]","[['?'], ['?'], ['?']]"
13,"[18, 6, 1]","[['?'], ['?'], ['?']]"
13,"[18, 34]","[['?'], ['?']]"
13,"[18, 10, 27]","[['?'], ['?'], ['?']]"
13,"[18, 8, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 8, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 8, 27, 7]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 8, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[18, 8, 11]","[['?'], ['?'], ['?']]"
13,"[18, 8, 45]","[['?'], ['?'], ['?']]"
13,"[18, 8, 17]","[['?'], ['?'], ['?']]"
13,"[44, 38, 43]","[['?'], ['?'], ['?']]"
13,"[44, 38, 39]","[['?'], ['?'], ['?']]"
13,"[44, 38, 18]","[['?'], ['?'], ['?']]"
13,"[44, 38, 22]","[['?'], ['?'], ['?']]"
13,"[44, 27, 0]","[['?'], ['?'], ['?']]"
13,"[44, 4, 21]","[['?'], ['?'], ['?']]"
13,"[44, 4, 7]","[['?'], ['?'], ['?']]"
13,"[44, 4, 49]","[['?'], ['?'], ['?']]"
13,"[44, 4, 8]","[['?'], ['?'], ['?']]"
13,"[44, 43, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 43, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 43, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 43, 30]","[['?'], ['?'], ['?']]"
13,"[44, 43, 49, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 43, 0]","[['?'], ['?'], ['?']]"
13,"[44, 3]","[['?'], ['?']]"
13,"[44, 22, 4]","[['?'], ['?'], ['?']]"
13,"[44, 22, 13]","[['?'], ['?'], ['?']]"
13,"[44, 22, 39]","[['?'], ['?'], ['?']]"
13,"[44, 22, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 0, 38]","[['?'], ['?'], ['?']]"
13,"[44, 48]","[['?'], ['?']]"
13,"[44, 13, 22]","[['?'], ['?'], ['?']]"
13,"[44, 44, 43, 44]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 7, 44]","[['?'], ['?'], ['?']]"
13,"[44, 49, 20]","[['?'], ['?'], ['?']]"
13,"[44, 49, 44]","[['?'], ['?'], ['?']]"
13,"[44, 49, 38]","[['?'], ['?'], ['?']]"
13,"[44, 49, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 18, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[44, 18, 21]","[['?'], ['?'], ['?']]"
13,"[44, 30, 18]","[['?'], ['?'], ['?']]"
13,"[44, 30, 27]","[['?'], ['?'], ['?']]"
13,"[44, 17, 27]","[['?'], ['?'], ['?']]"
13,"[44, 8, 21]","[['?'], ['?'], ['?']]"
13,"[44, 8, 1]","[['?'], ['?'], ['?']]"
13,"[44, 8, 38]","[['?'], ['?'], ['?']]"
13,"[39, 38, 39]","[['?'], ['?'], ['?']]"
13,"[39, 27, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 27, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 27, 2]","[['?'], ['?'], ['?']]"
13,"[39, 27, 1]","[['?'], ['?'], ['?']]"
13,"[39, 21, 27]","[['?'], ['?'], ['?']]"
13,"[39, 21, 4]","[['?'], ['?'], ['?']]"
13,"[39, 4, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 0]","[['?'], ['?'], ['?']]"
13,"[39, 4, 21]","[['?'], ['?'], ['?']]"
13,"[39, 4, 7]","[['?'], ['?'], ['?']]"
13,"[39, 4, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 3]","[['?'], ['?'], ['?']]"
13,"[39, 4, 39, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 18, 20]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 18, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
13,"[39, 4, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 43, 48]","[['?'], ['?'], ['?']]"
13,"[39, 43, 25]","[['?'], ['?'], ['?']]"
13,"[39, 35, 43]","[['?'], ['?'], ['?']]"
13,"[39, 11, 38]","[['?'], ['?'], ['?']]"
13,"[39, 11, 18]","[['?'], ['?'], ['?']]"
13,"[39, 22, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 22, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 22, 1]","[['?'], ['?'], ['?']]"
13,"[39, 24, 11]","[['?'], ['?'], ['?']]"
13,"[39, 45, 43]","[['?'], ['?'], ['?']]"
13,"[39, 33]","[['?'], ['?']]"
13,"[39, 13, 22]","[['?'], ['?'], ['?']]"
13,"[39, 13, 43]","[['?'], ['?'], ['?']]"
13,"[39, 13, 4]","[['?'], ['?'], ['?']]"
13,"[39, 13, 27]","[['?'], ['?'], ['?']]"
13,"[39, 31, 38]","[['?'], ['?'], ['?']]"
13,"[39, 39, 39]","[['?'], ['?'], ['?']]"
13,"[39, 39, 11]","[['?'], ['?'], ['?']]"
13,"[39, 39, 1]","[['?'], ['?'], ['?']]"
13,"[39, 39, 45]","[['?'], ['?'], ['?']]"
13,"[39, 18, 48]","[['?'], ['?'], ['?']]"
13,"[39, 18, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 18, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 18, 13]","[['?'], ['?'], ['?']]"
13,"[39, 18, 21]","[['?'], ['?'], ['?']]"
13,"[39, 18, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
13,"[39, 18, 8]","[['?'], ['?'], ['?']]"
13,"[39, 20, 22]","[['?'], ['?'], ['?']]"
13,"[39, 30, 20]","[['?'], ['?'], ['?']]"
13,"[39, 46]","[['?'], ['?']]"
13,"[39, 1, 27]","[['?'], ['?'], ['?']]"
13,"[39, 1, 4]","[['?'], ['?'], ['?']]"
13,"[32, 35]","[['?'], ['?']]"
13,"[32, 32]","[['?'], ['?']]"
13,"[32, 17]","[['?'], ['?']]"
13,"[20, 4, 18, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 4, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 4, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 4, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 4, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 4, 40]","[['?'], ['?'], ['?']]"
13,"[20, 4, 11]","[['?'], ['?'], ['?']]"
13,"[20, 4, 0]","[['?'], ['?'], ['?']]"
13,"[20, 4, 30]","[['?'], ['?'], ['?']]"
13,"[20, 18, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 18, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 18, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 18, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 18, 39]","[['?'], ['?'], ['?']]"
13,"[20, 18, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 18, 20]","[['?'], ['?'], ['?']]"
13,"[20, 7, 27]","[['?'], ['?'], ['?']]"
13,"[20, 43, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 43, 39]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 43, 30]","[['?'], ['?'], ['?']]"
13,"[20, 22, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 22, 31]","[['?'], ['?'], ['?']]"
13,"[20, 35, 43]","[['?'], ['?'], ['?']]"
13,"[20, 35, 38]","[['?'], ['?'], ['?']]"
13,"[20, 11, 4]","[['?'], ['?'], ['?']]"
13,"[20, 11, 38]","[['?'], ['?'], ['?']]"
13,"[20, 45, 11]","[['?'], ['?'], ['?']]"
13,"[20, 45, 22]","[['?'], ['?'], ['?']]"
13,"[20, 45, 38]","[['?'], ['?'], ['?']]"
13,"[20, 45, 27]","[['?'], ['?'], ['?']]"
13,"[20, 13, 22]","[['?'], ['?'], ['?']]"
13,"[20, 13, 43]","[['?'], ['?'], ['?']]"
13,"[20, 13, 27]","[['?'], ['?'], ['?']]"
13,"[20, 21, 38]","[['?'], ['?'], ['?']]"
13,"[20, 31, 38]","[['?'], ['?'], ['?']]"
13,"[20, 38, 4]","[['?'], ['?'], ['?']]"
13,"[20, 38, 38]","[['?'], ['?'], ['?']]"
13,"[20, 3, 43]","[['?'], ['?'], ['?']]"
13,"[20, 49, 22]","[['?'], ['?'], ['?']]"
13,"[20, 30, 38]","[['?'], ['?'], ['?']]"
13,"[20, 19, 27]","[['?'], ['?'], ['?']]"
13,"[20, 27, 22]","[['?'], ['?'], ['?']]"
13,"[20, 20, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[20, 20, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[24, 18, 18]","[['?'], ['?'], ['?']]"
13,"[24, 18, 38]","[['?'], ['?'], ['?']]"
13,"[24, 4, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[24, 4, 13]","[['?'], ['?'], ['?']]"
13,"[24, 4, 21]","[['?'], ['?'], ['?']]"
13,"[24, 4, 38]","[['?'], ['?'], ['?']]"
13,"[24, 43, 38]","[['?'], ['?'], ['?']]"
13,"[24, 40]","[['?'], ['?']]"
13,"[24, 39, 22]","[['?'], ['?'], ['?']]"
13,"[24, 35]","[['?'], ['?']]"
13,"[24, 11, 22]","[['?'], ['?'], ['?']]"
13,"[24, 22, 45]","[['?'], ['?'], ['?']]"
13,"[24, 22, 4]","[['?'], ['?'], ['?']]"
13,"[24, 22, 23]","[['?'], ['?'], ['?']]"
13,"[24, 22, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[24, 22, 20]","[['?'], ['?'], ['?']]"
13,"[24, 31]","[['?'], ['?']]"
13,"[24, 38, 4]","[['?'], ['?'], ['?']]"
13,"[24, 38, 43]","[['?'], ['?'], ['?']]"
13,"[24, 24, 27]","[['?'], ['?'], ['?']]"
13,"[24, 15]","[['?'], ['?']]"
13,"[24, 27, 43]","[['?'], ['?'], ['?']]"
13,"[24, 27, 11]","[['?'], ['?'], ['?']]"
13,"[40, 4, 0]","[['?'], ['?'], ['?']]"
13,"[40, 22]","[['?'], ['?']]"
13,"[40, 43, 43]","[['?'], ['?'], ['?']]"
13,"[40, 43, 30]","[['?'], ['?'], ['?']]"
13,"[40, 49]","[['?'], ['?']]"
13,"[47, 30, 4]","[['?'], ['?'], ['?']]"
13,"[47, 18, 43]","[['?'], ['?'], ['?']]"
13,"[47, 4, 18]","[['?'], ['?'], ['?']]"
13,"[47, 4, 38]","[['?'], ['?'], ['?']]"
13,"[47, 4, 30]","[['?'], ['?'], ['?']]"
13,"[47, 43, 39]","[['?'], ['?'], ['?']]"
13,"[47, 43, 1]","[['?'], ['?'], ['?']]"
13,"[47, 35, 43]","[['?'], ['?'], ['?']]"
13,"[47, 23]","[['?'], ['?']]"
13,"[47, 31]","[['?'], ['?']]"
13,"[47, 49]","[['?'], ['?']]"
13,"[47, 27, 43]","[['?'], ['?'], ['?']]"
13,"[47, 1, 4]","[['?'], ['?'], ['?']]"
13,"[36, 4, 4]","[['?'], ['?'], ['?']]"
13,"[36, 17]","[['?'], ['?']]"
13,"[46, 39]","[['?'], ['?']]"
13,"[46, 47]","[['?'], ['?']]"
13,"[46, 49]","[['?'], ['?']]"
13,"[12, 39]","[['?'], ['?']]"
13,"[12, 22, 22]","[['?'], ['?'], ['?']]"
13,"[12, 38, 4]","[['?'], ['?'], ['?']]"
13,"[0, 13, 7]","[['?'], ['?'], ['?']]"
13,"[0, 22, 21, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 22, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 22, 22, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 22, 24]","[['?'], ['?'], ['?']]"
13,"[0, 22, 0]","[['?'], ['?'], ['?']]"
13,"[0, 22, 1]","[['?'], ['?'], ['?']]"
13,"[0, 21, 7]","[['?'], ['?'], ['?']]"
13,"[0, 21, 38]","[['?'], ['?'], ['?']]"
13,"[0, 43, 18]","[['?'], ['?'], ['?']]"
13,"[0, 43, 0]","[['?'], ['?'], ['?']]"
13,"[0, 43, 45]","[['?'], ['?'], ['?']]"
13,"[0, 43, 21]","[['?'], ['?'], ['?']]"
13,"[0, 7, 27]","[['?'], ['?'], ['?']]"
13,"[0, 38, 7]","[['?'], ['?'], ['?']]"
13,"[0, 38, 17]","[['?'], ['?'], ['?']]"
13,"[0, 38, 11]","[['?'], ['?'], ['?']]"
13,"[0, 38, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 38, 48]","[['?'], ['?'], ['?']]"
13,"[0, 4, 24]","[['?'], ['?'], ['?']]"
13,"[0, 4, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 4, 48]","[['?'], ['?'], ['?']]"
13,"[0, 4, 31]","[['?'], ['?'], ['?']]"
13,"[0, 4, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 4, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 4, 1]","[['?'], ['?'], ['?']]"
13,"[0, 49, 22]","[['?'], ['?'], ['?']]"
13,"[0, 0, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 0, 21]","[['?'], ['?'], ['?']]"
13,"[0, 0, 22]","[['?'], ['?'], ['?']]"
13,"[0, 11, 45]","[['?'], ['?'], ['?']]"
13,"[0, 11, 38]","[['?'], ['?'], ['?']]"
13,"[0, 18, 0]","[['?'], ['?'], ['?']]"
13,"[0, 18, 43]","[['?'], ['?'], ['?']]"
13,"[0, 8, 20]","[['?'], ['?'], ['?']]"
13,"[0, 8, 4]","[['?'], ['?'], ['?']]"
13,"[0, 27, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 27, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 27, 48]","[['?'], ['?'], ['?']]"
13,"[0, 27, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
13,"[0, 27, 21]","[['?'], ['?'], ['?']]"
13,"[0, 27, 31]","[['?'], ['?'], ['?']]"
13,"[0, 35]","[['?'], ['?']]"
13,"[0, 33]","[['?'], ['?']]"
13,"[29, 27]","[['?'], ['?']]"
13,"[15, 27, 38]","[['?'], ['?'], ['?']]"
13,"[15, 23]","[['?'], ['?']]"
13,"[15, 38, 27]","[['?'], ['?'], ['?']]"
13,"[15, 43, 27]","[['?'], ['?'], ['?']]"
13,"[15, 30]","[['?'], ['?']]"
13,"[15, 4, 4]","[['?'], ['?'], ['?']]"
13,"[15, 21]","[['?'], ['?']]"
13,"[15, 45]","[['?'], ['?']]"
13,"[2, 4, 18]","[['?'], ['?'], ['?']]"
13,"[2, 4, 38]","[['?'], ['?'], ['?']]"
13,"[2, 18, 18]","[['?'], ['?'], ['?']]"
13,"[2, 0]","[['?'], ['?']]"
13,"[2, 27, 4]","[['?'], ['?'], ['?']]"
13,"[2, 27, 27]","[['?'], ['?'], ['?']]"
13,"[2, 27, 18]","[['?'], ['?'], ['?']]"
13,"[2, 43, 39]","[['?'], ['?'], ['?']]"
13,"[2, 38, 11]","[['?'], ['?'], ['?']]"
13,"[2, 38, 18]","[['?'], ['?'], ['?']]"
13,"[2, 38, 4]","[['?'], ['?'], ['?']]"
13,"[2, 1]","[['?'], ['?']]"
13,"[6, 6, 6]","[['?'], ['?'], ['?']]"
13,"[6, 4]","[['?'], ['?']]"
13,"[6, 46]","[['?'], ['?']]"
13,"[6, 30]","[['?'], ['?']]"
13,"[26, 22]","[['?'], ['?']]"
13,"[26, 27]","[['?'], ['?']]"
12,"[17, 4, 39]","[['?'], ['?'], ['?']]"
12,"[17, 4, 4, 44]","[['?'], ['?'], ['?'], ['?']]"
12,"[17, 4, 48]","[['?'], ['?'], ['?']]"
12,"[17, 4, 38]","[['?'], ['?'], ['?']]"
12,"[17, 4, 8]","[['?'], ['?'], ['?']]"
12,"[17, 4, 20]","[['?'], ['?'], ['?']]"
12,"[17, 18, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
12,"[17, 18, 13]","[['?'], ['?'], ['?']]"
12,"[17, 43, 39]","[['?'], ['?'], ['?']]"
12,"[17, 43, 44]","[['?'], ['?'], ['?']]"
12,"[17, 43, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
12,"[17, 43, 22]","[['?'], ['?'], ['?']]"
12,"[17, 39, 18]","[['?'], ['?'], ['?']]"
12,"[17, 13, 44]","[['?'], ['?'], ['?']]"
12,"[17, 22, 18, 22]","[['?'], ['?'], ['?'], ['?']]"
12,"[17, 28]","[['?'], ['?']]"
12,"[17, 25]","[['?'], ['?']]"
12,"[17, 15]","[['?'], ['?']]"
12,"[17, 27, 11]","[['?'], ['?'], ['?']]"
12,"[17, 27, 30]","[['?'], ['?'], ['?']]"
12,"[17, 27, 48]","[['?'], ['?'], ['?']]"
12,"[17, 38, 43]","[['?'], ['?'], ['?']]"
12,"[17, 38, 11]","[['?'], ['?'], ['?']]"
12,"[17, 38, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
12,"[17, 11, 4]","[['?'], ['?'], ['?']]"
12,"[17, 8, 38]","[['?'], ['?'], ['?']]"
12,"[17, 8, 27]","[['?'], ['?'], ['?']]"
12,"[17, 6]","[['?'], ['?']]"
12,"[17, 0, 4]","[['?'], ['?'], ['?']]"
12,"[19, 49, 22]","[['?'], ['?'], ['?']]"
12,"[19, 49, 38]","[['?'], ['?'], ['?']]"
12,"[19, 4, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 43, 1]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 22, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 22, 4, 22]","[['?'], ['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 22, 13]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 38, 1]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 38, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 38, 21]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 1, 38]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 1, 27]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 27, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 27, 1]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 21, 4]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 4, 39]","[['?'], ['?'], ['?']]"
12,"[19, 4, 17]","[['?'], ['?'], ['?']]"
12,"[19, 22, 4, 1]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 22, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 22, 38]","[['?'], ['?'], ['?']]"
12,"[19, 22, 7]","[['?'], ['?'], ['?']]"
12,"[19, 22, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 22, 44]","[['?'], ['?'], ['?']]"
12,"[19, 22, 20]","[['?'], ['?'], ['?']]"
12,"[19, 9, 27]","[['?'], ['?'], ['?']]"
12,"[19, 48, 1]","[['?'], ['?'], ['?']]"
12,"[19, 38, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 38, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 38, 8]","[['?'], ['?'], ['?']]"
12,"[19, 1, 38]","[['?'], ['?'], ['?']]"
12,"[19, 1, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 1, 22]","[['?'], ['?'], ['?']]"
12,"[19, 1, 21]","[['?'], ['?'], ['?']]"
12,"[19, 1, 13]","[['?'], ['?'], ['?']]"
12,"[19, 23, 27]","[['?'], ['?'], ['?']]"
12,"[19, 11, 4]","[['?'], ['?'], ['?']]"
12,"[19, 11, 38]","[['?'], ['?'], ['?']]"
12,"[19, 11, 1]","[['?'], ['?'], ['?']]"
12,"[19, 27, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 27, 22, 1]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 27, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 27, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 27, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 27, 24]","[['?'], ['?'], ['?']]"
12,"[19, 27, 48]","[['?'], ['?'], ['?']]"
12,"[19, 27, 19]","[['?'], ['?'], ['?']]"
12,"[19, 33]","[['?'], ['?']]"
12,"[19, 21, 7]","[['?'], ['?'], ['?']]"
12,"[19, 21, 43]","[['?'], ['?'], ['?']]"
12,"[19, 21, 27]","[['?'], ['?'], ['?']]"
12,"[19, 21, 1]","[['?'], ['?'], ['?']]"
12,"[19, 21, 22]","[['?'], ['?'], ['?']]"
12,"[19, 3]","[['?'], ['?']]"
12,"[19, 19, 1]","[['?'], ['?'], ['?']]"
12,"[19, 18, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 18, 38]","[['?'], ['?'], ['?']]"
12,"[19, 18, 8]","[['?'], ['?'], ['?']]"
12,"[19, 18, 4]","[['?'], ['?'], ['?']]"
12,"[19, 18, 19]","[['?'], ['?'], ['?']]"
12,"[19, 24, 43]","[['?'], ['?'], ['?']]"
12,"[19, 39, 27]","[['?'], ['?'], ['?']]"
12,"[19, 39, 4]","[['?'], ['?'], ['?']]"
12,"[19, 39, 13]","[['?'], ['?'], ['?']]"
12,"[19, 39, 22]","[['?'], ['?'], ['?']]"
12,"[19, 20, 18]","[['?'], ['?'], ['?']]"
12,"[19, 20, 43]","[['?'], ['?'], ['?']]"
12,"[19, 8, 43]","[['?'], ['?'], ['?']]"
12,"[19, 8, 18]","[['?'], ['?'], ['?']]"
12,"[19, 8, 6]","[['?'], ['?'], ['?']]"
12,"[19, 8, 11, 6]","[['?'], ['?'], ['?'], ['?']]"
12,"[19, 8, 8]","[['?'], ['?'], ['?']]"
12,"[19, 8, 38]","[['?'], ['?'], ['?']]"
